web-scraper-order,web-scraper-start-url,link,link-href,name,raised,smallIndividual,largeContributions,pac,selfFinancing,other
"1582361203-566","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=DE01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=DE01&spec=N","Lee Murphy (R)","21,368","6,198","12,851","$2,168","0","150"
"1582360784-55","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL02&spec=N","Bob Rogers (R)","12,775","0","100","$0","12,675","0"
"1582360807-87","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY19&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY19&spec=N","Ola Hawatmeh (R)","5,498","698","4,800","$0","0","0"
"1582361210-574","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX25&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX25&spec=N","Heidi Sloan (D)","136,461","58,639","73,823","$0","0","4,000"
"1582360942-266","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX24&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX24&spec=N","Richard Fleming (D)","15,713","1,570","8,750","$0","2,393","3,000"
"1582361485-851","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM01&spec=N","Jared Vanderdussen (R)","101,245","770","50,450","$0","50,025","0"
"1582361498-865","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=WVS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=WVS2&spec=N","Allen Whitt (R)","56,690","1,040","5,650","$0","50,000","0"
"1582361067-389","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM03&spec=N","Brett Kokinadis (R)","27,454","2,447","1,250","$0","23,757","0"
"1582361236-591","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TNS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TNS2&spec=N","Byron Bush (R)","331,595","795","800","$0","330,000","0"
"1582361178-544","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MIS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MIS1&spec=N","John James (R)","8,238,521","3,301,043","4,436,251","$286,067","0","215,159"
"1582360879-203","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ06&spec=N","Tom Lewellen (I)","10,495","295","0","$0","10,200","0"
"1582361540-902","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=WA08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=WA08&spec=N","Keith Swank (R)","7,540","0","7,540","$0","0","0"
"1582361393-745","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX23&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX23&spec=N","Alma Arredondo-Lynch (R)","123,936","21,403","15,375","$0","87,157","0"
"1582361067-383","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM03&spec=N","Marco Serna (D)","500,259","18,004","478,305","$6,300","0","2,350"
"1582361075-410","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TXS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TXS1&spec=N","Royce West (D)","1,123,287","78,314","837,035","$12,700","205,735","10,497"
"1582361647-1001","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL01&spec=N","Wes Lambert (R)","175,565","810","14,450","$2,500","157,805","0"
"1582361143-514","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX14&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX14&spec=N","Eddie Fisher (D)","1,050","50","1,000","$0","0","0"
"1582361327-678","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MO04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MO04&spec=N","Lindsey Simmons (D)","75,142","29,808","46,904","$0","1,430","3,000"
"1582360876-193","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL14&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL14&spec=N","Ted Gradel (R)","828,359","29,054","578,054","$1,300","230,000","10,050"
"1582360864-168","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","Bangar Reddy Aaloori (R)","60,091","400","60,692","$0","0","1,001"
"1582361103-473","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI03&spec=N","Emily Rafi (D)","9,968","0","0","$0","9,968","0"
"1582361322-667","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY15&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY15&spec=N","Melissa Mark-Viverito (D)","248,540","19,268","228,422","$2,000","2,000","3,150"
"1582361730-1099","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=RIS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=RIS2&spec=N","Allen Waters (R)","2,326","0","0","$0","2,326","0"
"1582360942-258","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX24&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX24&spec=N","Candace Valenzuela (D)","439,802","135,649","247,169","$50,500","2,800","3,684"
"1582361681-1044","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MO06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MO06&spec=N","Vic Abundis (D)","19,075","3,765","13,135","$0","2,175","0"
"1582361362-716","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY03&spec=N","Melanie D'Arrigo (D)","117,157","23,395","31,562","$0","62,200","0"
"1582361765-1132","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ03&spec=N","Steve Ronnebeck (R)","4,880","2,130","2,750","$0","0","0"
"1582361716-1076","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MD07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MD07&spec=N","Maya Rockeymoore Cummings (D)","207,958","42,123","165,335","$550","0","50"
"1582361677-1040","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL21&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL21&spec=N","Mike Vilardi (R)","12,175","1,075","12,100","$0","0","1,000"
"1582361638-992","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX03&spec=N","Helane Seikaly (D)","109,721","14,489","90,746","$0","4,635","150"
"1582361528-895","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY17&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY17&spec=N","Asha Castleberry Hernandez (D)","52,214","10,773","2,350","$0","39,091","0"
"1582361261-617","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MD05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MD05&spec=N","Lee Havis (R)","2,555","905","1,600","$0","50","0"
"1582361128-499","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=WV02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=WV02&spec=N","Matt Hahn (R)","3,295","645","2,650","$0","0","0"
"1582360876-196","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL14&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL14&spec=N","James Marter (R)","51,256","11,578","20,424","$0","18,201","1,052"
"1582360947-271","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA45&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA45&spec=N","Lisa Sparks (R)","492,896","54,688","439,768","$1,000","0","2,560"
"1582361460-824","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN05&spec=N","Andy Jacobs Jr. Jr. (D)","7,466","750","6,500","$0","216","0"
"1582360845-138","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GAS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GAS1&spec=N","Ervan Miller (R)","255","0","200","$0","55","0"
"1582361528-892","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY17&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY17&spec=N","Allison Fine (D)","201,600","22,475","158,625","$0","20,500","0"
"1582361143-512","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX14&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX14&spec=N","Joshua Foxworth (R)","12,879","3,020","5,800","$394","3,665","0"
"1582361284-632","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY06&spec=N","Sandra Choi (D)","13,957","3,616","10,341","$0","0","0"
"1582361490-855","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX28&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX28&spec=N","Jessica Cisneros (D)","969,855","427,733","501,446","$49,894","0","9,218"
"1582361240-595","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN03&spec=N","Chris Magiera (R)","100,300","300","0","$0","100,000","0"
"1582360771-40","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CT05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CT05&spec=N","Ruben Rodriguez (R)","3,274","2,052","1,200","$0","22","0"
"1582360874-190","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY16&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY16&spec=N","Samuel Ravelo (D)","26,702","7,755","7,140","$0","11,807","0"
"1582361212-578","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY27&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY27&spec=N","Duane Whitmer (L)","12,572","4,725","3,289","$0","4,558","0"
"1582361403-759","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA52&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA52&spec=N","Ryan Cunningham (I)","17,370","620","750","$0","16,000","0"
"1582360866-179","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=VAS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=VAS2&spec=N","Alissa Baldwin (R)","3,187","668","2,519","$0","0","0"
"1582361526-884","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=SC01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=SC01&spec=N","Katherine Landing (R)","438,197","13,791","108,333","$5,000","310,117","956"
"1582361009-344","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MD04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MD04&spec=N","Shelia Bryant (D)","53,914","4,130","8,284","$0","41,500","0"
"1582361097-456","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA11&spec=N","Dana Barrett (D)","95,470","17,151","72,740","$0","5,579","0"
"1582361701-1054","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ08&spec=N","Bob Olsen (D)","53,932","1,032","400","$0","50,000","2,500"
"1582361473-843","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY01&spec=N","Greg Fischer (D)","100","0","0","$0","100","0"
"1582361460-825","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN05&spec=N","Andrew Bales (R)","7,122","556","711","$0","5,854","0"
"1582361089-442","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ01&spec=N","Josh Duvall (R)","5,413","2,012","3,401","$0","0","0"
"1582361518-881","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH10&spec=N","Kathi Flanders (R)","5,670","870","3,450","$0","1,350","0"
"1582361140-509","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ08&spec=N","Hector Oseguera (D)","5,781","2,571","3,210","$0","0","0"
"1582360808-88","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=DES2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=DES2&spec=N","Jessica Scarane (D)","55,933","24,967","29,130","$0","2,106","270"
"1582361094-455","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MA04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MA04&spec=N","Ihssane Leckey (D)","159,737","18,068","35,669","$0","106,000","0"
"1582360784-53","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL02&spec=N","Troy King (R)","256,478","6,438","245,040","$5,000","0","0"
"1582360874-191","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY16&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY16&spec=N","Kenneth Belvin (D)","3,575","2,820","755","$0","0","0"
"1582361719-1089","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=SDS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=SDS2&spec=N","Dan Ahlers (D)","22,638","12,188","7,490","$2,950","10","0"
"1582361291-642","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=ALS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=ALS1&spec=N","Michael Parrish (I)","5,116","116","0","$0","5,000","0"
"1582361244-598","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=KS02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=KS02&spec=N","Jake Laturner (R)","638,909","5,000","185,150","$9,250","0","439,509"
"1582361291-637","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=ALS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=ALS1&spec=N","Tommy Tuberville (R)","2,498,504","243,017","1,250,903","$16,734","1,000,000","12,150"
"1582360864-163","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","Derrick Reed (D)","155,356","18,231","136,220","$400","2,005","1,500"
"1582360804-83","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA07&spec=N","John Eaves (D)","116,887","26,713","91,174","$0","0","1,000"
"1582361058-375","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA10&spec=N","Andrew Ferguson (D)","10,748","1,298","5,950","$0","3,500","0"
"1582361460-817","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN05&spec=N","Kelly Mitchell (R)","185,950","7,712","172,059","$7,179","0","1,000"
"1582361423-780","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL07&spec=N","Leo Valentin (R)","255,096","2,275","182,821","$0","70,000","0"
"1582361041-367","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TN07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TN07&spec=N","Kiran Sreepada (D)","38,074","2,593","35,480","$0","0","0"
"1582361761-1130","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA42&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA42&spec=N","Liam O'Mara (D)","38,145","16,689","10,864","$3,000","8,597","1,005"
"1582361624-978","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA02&spec=N","Rachel Moniz (D)","9,967","0","4,300","$0","2,500","3,167"
"1582361467-828","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ02&spec=N","Shay Stautz (R)","142,455","6,465","75,990","$0","60,000","0"
"1582361608-964","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY18&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY18&spec=N","Scott Smith (I)","665","115","0","$0","550","0"
"1582361481-850","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=KY04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=KY04&spec=N","Alexandra Owensby (D)","4,610","3,460","150","$0","1,000","0"
"1582361327-680","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MO04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MO04&spec=N","Neal Gist (R)","3,013","225","1,828","$0","960","0"
"1582360920-230","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA53&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA53&spec=N","Georgette Gomez (D)","464,711","37,363","338,623","$88,000","2,000","1,275"
"1582360794-63","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=KYS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=KYS1&spec=N","Clinton Wesley Morgan (R)","222,182","1,682","9,062","$0","211,438","0"
"1582361597-951","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA01&spec=N","Skylar Hurwitz (D)","10,324","2,174","1,100","$0","7,050","0"
"1582361751-1124","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=SCS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=SCS2&spec=N","Mark Sloan (R)","2,167","0","835","$0","1,332","0"
"1582361072-406","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NE01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NE01&spec=N","Kate Bolz (D)","131,881","53,156","77,475","$2,400","50","1,200"
"1582361193-557","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OR02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OR02&spec=N","Jeff Smith (R)","10,219","0","0","$0","0","10,219"
"1582361707-1062","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN01&spec=N","Frank J. Mrvan (D)","53,916","0","48,316","$0","5,600","0"
"1582361569-919","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM02&spec=N","Claire Chase (R)","772,207","7,871","743,336","$25,500","2,800","7,300"
"1582360852-148","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX13&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX13&spec=N","Jason Foglesong (R)","3,461","206","3,200","$0","55","0"
"1582361667-1029","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL05&spec=N","Lashonda Holloway (D)","3,714","664","3,050","$0","0","0"
"1582361157-531","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA01&spec=N","Thomas Hansen (R)","4,637","1,477","2,647","$0","513","0"
"1582361133-501","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA04&spec=N","Brynne Kennedy (D)","830,695","72,707","726,614","$26,771","9,572","4,968"
"1582361236-593","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TNS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TNS2&spec=N","George S. Flinn Jr. (R)","250,000","0","0","$0","250,000","0"
"1582361458-814","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX21&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX21&spec=N","Michael Felts (I)","3,570","820","2,750","$0","0","0"
"1582361128-498","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=WV02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=WV02&spec=N","Catherine Kunkel (D)","126,868","40,606","86,090","$0","172","0"
"1582360861-158","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA13&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA13&spec=N","Martin Cowen (L)","4,502","135","0","$0","452","3,915"
"1582360831-110","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL13&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL13&spec=N","Stefanie Smith (D)","6,795","3,201","3,594","$0","0","0"
"1582361751-1123","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=SCS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=SCS2&spec=N","Dwayne Duke Buckner (R)","9,356","3,203","4,050","$0","2,005","99"
"1582361414-767","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ07&spec=N","Josh Barnett (R)","3,635","0","985","$0","2,650","0"
"1582361060-379","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=ILS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=ILS1&spec=N","Willie Wilson (I)","16,000","0","0","$0","16,000","0"
"1582361224-585","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA28&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA28&spec=N","Jennifer Barbosa (I)","331,681","253,669","78,337","$0","0","325"
"1582361193-558","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OR02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OR02&spec=N","Raz Mason (D)","5,775","880","1,895","$0","3,000","0"
"1582361322-672","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY15&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY15&spec=N","Marlene Cintron (D)","23,797","1,153","22,644","$0","1,000","1,000"
"1582360864-165","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","Jon Camarillo (R)","117,800","2,760","12,600","$0","102,440","0"
"1582361137-506","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL13&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL13&spec=N","Matt Becker (R)","79,375","6,830","61,325","$2,500","8,720","0"
"1582360804-78","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA07&spec=N","Zahra S. Karinshak (D)","514,942","29,476","328,016","$8,500","150,000","1,050"
"1582361293-643","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI14&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI14&spec=N","Terrance Morrison (D)","1,000","0","1,000","$0","0","0"
"1582360928-248","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA03&spec=N","Josh Schoenblatt (R)","686","40","5,295","$0","351","5,000"
"1582360963-296","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NE02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NE02&spec=N","Gladys Harrison (D)","24,345","11,760","10,250","$2,335","0","0"
"1582360801-71","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA18&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA18&spec=N","Rishi Kumar (D)","277,954","10,335","270,424","$0","0","2,805"
"1582361393-748","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX23&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX23&spec=N","Cecil Burton Jones (R)","22,765","860","0","$0","3,077","19,688"
"1582360786-59","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA17&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA17&spec=N","Ritesh Tandon (R)","33,340","8,883","21,656","$2,800","1","0"
