"county","county_ascii","county_full","county_fips","state_id","state_name","city_largest","city_largest_id","lat","lng","population","density","timezone","timezone_all","age_median","age_under_10","age_10_to_19","age_20s","age_30s","age_40s","age_50s","age_60s","age_70s","age_over_80","male","female","married","divorced","never_married","widowed","family_size","family_dual_income","income_household_median","income_household_under_5","income_household_5_to_10","income_household_10_to_15","income_household_15_to_20","income_household_20_to_25","income_household_25_to_35","income_household_35_to_50","income_household_50_to_75","income_household_75_to_100","income_household_100_to_150","income_household_150_over","income_household_six_figure","income_individual_median","home_ownership","home_value","rent_median","rent_burden","education_less_highschool","education_highschool","education_some_college","education_bachelors","education_graduate","education_college_or_above","education_stem_degree","labor_force_participation","labor_force","labor_force_average","unemployment_rate","unemployment_rate_average","bls_date","race_white","race_black","race_asian","race_native","race_pacific","race_other","race_multiple","hispanic","disabled","poverty","limited_english","commute_time","health_uninsured","veteran","zips"
"Erie","Erie","Erie County","36029","NY","New York","Buffalo","1840000386","42.7640","-78.7323","949715","351.66","America/New_York","America/New_York","40.2","11.1","11.9","13.5","13.2","11.2","14.0","13.0","7.4","4.6","48.7","51.3","43.6","12.6","37.2","6.6","2.99","53.3","62578","3.5","2.6","4.7","4.4","4.6","9.0","11.6","17.6","12.6","15.7","13.6","29.3","34926","65.2","169270","893","30.7","7.9","26.2","30.0","20.1","15.8","35.9","43.4","63.0","440531","443977.0","5.1","3.6","12-2022","76.5","12.8","3.9","0.4","0.0","2.3","4.0","5.8","13.5","13.8","2.2","21.2","2.9","6.6","14001 14004 14006 14010 14013 14025 14026 14027 14030 14031 14032 14033 14034 14035 14037 14038 14043 14047 14051 14052 14055 14057 14059 14061 14068 14069 14070 14072 14075 14080 14081 14085 14086 14091 14102 14110 14111 14112 14127 14134 14139 14140 14141 14145 14150 14151 14169 14170 14173 14201 14202 14203 14204 14205 14206 14207 14208 14209 14210 14211 14212 14213 14214 14215 14216 14217 14218 14219 14220 14221 14222 14223 14224 14225 14226 14227 14228 14231 14233 14240 14241 14260 14261 14263 14264 14265 14267 14269 14270 14272 14273 14276 14280"
"Gwinnett","Gwinnett","Gwinnett County","13135","GA","Georgia","Peachtree Corners","1840029447","33.9617","-84.0236","948505","850.17","America/New_York","America/New_York","35.7","13.6","15.9","12.9","13.7","14.7","13.7","8.9","4.6","1.9","49.0","51.0","52.7","10.3","33.6","3.5","3.51","60.6","75853","2.5","1.4","2.4","2.5","3.2","7.9","11.5","18.1","13.4","19.1","18.1","37.2","36344","66.9","256662","1414","33.2","12.1","22.3","27.1","25.0","13.5","38.5","45.1","68.5","506303","504975.0","4.1","2.6","12-2022","42.6","28.3","12.3","0.5","0.1","8.7","7.5","21.6","7.4","10.5","8.8","33.8","15.9","5.8","30010 30011 30017 30019 30024 30026 30029 30039 30042 30043 30044 30045 30046 30047 30048 30049 30052 30071 30078 30084 30086 30087 30091 30092 30093 30095 30096 30097 30098 30099 30340 30360 30517 30518 30519 30548 30620"
"Milwaukee","Milwaukee","Milwaukee County","55079","WI","Wisconsin","Milwaukee","1840003046","43.0072","-87.9669","939123","1501.55","America/Chicago","America/Chicago","35.1","13.4","13.6","15.1","14.8","11.7","11.9","10.6","5.5","3.4","48.6","51.4","37.2","12.1","45.8","5.0","3.19","49.8","54793","4.2","2.8","5.8","4.4","5.2","9.8","13.4","18.0","12.6","13.7","10.0","23.7","33046","49.3","172383","936","30.4","10.8","28.6","28.2","20.6","11.8","32.4","42.9","64.8","454275","463629.0","4.9","4.2","12-2022","55.3","26.6","4.5","0.6","0.0","6.0","6.9","15.8","12.1","17.9","3.3","22.3","7.2","4.9","53110 53126 53129 53130 53132 53154 53172 53201 53202 53203 53204 53205 53206 53207 53208 53209 53210 53211 53212 53213 53214 53215 53216 53217 53218 53219 53220 53221 53222 53223 53224 53225 53226 53227 53228 53233 53234 53235 53237 53259 53263 53274 53278 53288 53290 53293 53295"
"DuPage","DuPage","DuPage County","17043","IL","Illinois","Chicago","1840000494","41.8520","-88.0856","934094","1100.23","America/Chicago","America/Chicago","39.7","12.1","13.1","12.0","13.2","12.9","14.3","12.2","6.5","3.6","49.4","50.6","55.8","9.3","29.9","5.0","3.20","62.0","100292","2.1","1.1","1.8","1.9","2.4","5.0","8.1","14.6","12.8","20.4","29.7","50.1","45790","73.2","324953","1433","27.4","6.5","18.1","24.7","30.4","20.3","50.7","45.3","69.1","512730","515318.0","4.8","3.2","12-2022","72.6","4.9","12.3","0.2","0.0","4.0","6.0","14.5","8.0","6.1","4.4","29.0","5.3","4.0","60007 60101 60103 60105 60106 60108 60116 60117 60126 60128 60132 60133 60137 60138 60139 60143 60148 60157 60172 60174 60181 60184 60185 60186 60187 60188 60189 60190 60191 60197 60199 60399 60439 60440 60502 60504 60510 60514 60515 60516 60517 60519 60521 60522 60523 60527 60532 60540 60555 60559 60561 60563 60564 60565 60566 60567 60568 60569 60598"
"Shelby","Shelby","Shelby County","47157","TN","Tennessee","Memphis","1840015457","35.1842","-89.8940","929178","471.71","America/Chicago","America/Chicago","35.7","13.8","13.9","14.3","13.5","12.3","12.2","11.3","6.0","2.7","47.7","52.3","39.4","13.3","42.0","5.3","3.36","48.8","55015","5.1","3.4","5.4","4.4","4.8","9.9","12.9","17.1","11.0","13.0","13.0","26.0","31539","55.6","166570","1014","33.8","10.7","27.6","28.4","19.8","13.5","33.3","39.8","64.5","433687","447027.0","7.6","5.0","12-2022","37.5","53.8","2.8","0.2","0.1","2.8","2.8","6.6","12.6","18.6","1.7","22.8","11.9","6.9","37501 37544 38002 38004 38011 38014 38016 38017 38018 38027 38028 38029 38053 38054 38055 38083 38088 38101 38103 38104 38105 38106 38107 38108 38109 38111 38112 38113 38114 38115 38116 38117 38118 38119 38120 38122 38124 38125 38126 38127 38128 38130 38131 38132 38133 38134 38135 38136 38137 38138 38139 38141 38145 38148 38150 38151 38152 38157 38159 38161 38163 38166 38167 38168 38173 38174 38175 38177 38181 38182 38183 38184 38186 38187 38188 38190 38193 38194 38197"
"Pierce","Pierce","Pierce County","53053","WA","Washington","Tacoma","1840021129","47.0241","-122.1046","910225","210.70","America/Los_Angeles","America/Los_Angeles","36.4","13.2","12.7","14.6","14.8","12.7","12.4","11.1","6.0","2.9","50.1","49.9","50.8","13.8","31.0","4.4","3.17","55.4","82574","2.2","1.5","2.5","2.4","2.7","6.0","10.4","17.4","14.8","20.8","19.3","40.1","40734","64.4","368399","1444","31.3","7.9","26.5","37.2","18.5","9.9","28.4","45.1","66.1","457548","454635.0","5.0","5.0","12-2022","69.7","6.9","6.5","1.2","1.5","3.2","11.0","11.6","13.1","8.8","2.7","32.8","6.1","12.3","98022 98047 98092 98303 98304 98321 98323 98327 98328 98329 98330 98332 98333 98335 98338 98344 98348 98349 98351 98352 98354 98360 98371 98372 98373 98374 98375 98385 98387 98388 98390 98391 98394 98395 98396 98397 98401 98402 98403 98404 98405 98406 98407 98408 98409 98411 98412 98413 98415 98416 98417 98418 98419 98421 98422 98424 98430 98431 98433 98438 98439 98443 98444 98445 98446 98447 98448 98464 98465 98466 98467 98471 98481 98490 98493 98496 98497 98498 98499 98558 98580"
"Kern","Kern","Kern County","06029","CA","California","Bakersfield","1840019148","35.3426","-118.7301","905644","42.99","America/Los_Angeles","America/Los_Angeles","32.1","15.6","16.3","15.1","14.3","11.9","11.0","8.9","4.8","2.4","51.4","48.6","45.6","11.7","38.0","4.6","3.71","47.9","58824","3.3","2.6","5.5","4.4","4.7","10.2","12.6","16.9","12.9","14.5","12.4","26.9","26945","59.3","239377","1063","33.0","24.1","27.6","30.8","11.6","6.0","17.6","46.2","58.1","388872","387508.0","8.9","7.0","12-2022","62.3","5.4","4.8","1.0","0.1","13.8","12.6","54.7","11.2","19.4","9.0","23.7","8.0","5.3","93203 93205 93206 93215 93216 93220 93222 93224 93225 93226 93238 93240 93241 93243 93249 93250 93251 93252 93255 93263 93268 93276 93280 93283 93285 93287 93301 93302 93303 93304 93305 93306 93307 93308 93309 93311 93312 93313 93314 93380 93383 93384 93385 93386 93387 93388 93389 93390 93461 93501 93502 93504 93505 93516 93518 93519 93523 93524 93527 93528 93531 93536 93554 93555 93556 93560 93561 93581 93596"
"Hartford","Hartford","Hartford County","09003","CT","Connecticut","Hartford","1840004773","41.8064","-72.7329","898636","472.10","America/New_York","America/New_York","40.2","10.9","12.8","12.8","13.1","12.4","14.1","12.2","7.0","4.6","48.8","51.2","46.1","12.0","36.3","5.5","3.07","56.9","80320","3.0","2.4","3.6","3.2","3.4","7.2","9.7","14.6","12.7","18.1","22.1","40.2","40513","64.8","249014","1191","34.6","9.7","25.8","25.3","21.9","17.3","39.2","46.8","65.8","473917","476456.0","5.8","4.2","12-2022","66.7","13.9","5.7","0.3","0.0","6.5","6.9","18.8","12.1","10.9","6.0","23.1","4.1","4.9","06001 06002 06006 06010 06011 06013 06016 06019 06020 06022 06023 06025 06026 06027 06028 06030 06032 06033 06034 06035 06037 06040 06041 06042 06045 06050 06051 06052 06053 06059 06060 06062 06064 06065 06067 06070 06073 06074 06078 06080 06081 06082 06083 06085 06088 06089 06090 06091 06092 06093 06095 06096 06101 06102 06103 06104 06105 06106 06107 06108 06109 06110 06111 06112 06114 06115 06117 06118 06119 06120 06123 06126 06127 06128 06129 06131 06132 06133 06134 06137 06138 06140 06141 06142 06143 06144 06145 06146 06147 06150 06151 06152 06153 06154 06155 06156 06160 06161 06167 06176 06180 06183 06199 06444 06447 06451 06467 06479 06489"
"Denton","Denton","Denton County","48121","TX","Texas","Dallas","1840019440","33.2055","-97.1168","885012","388.91","America/Chicago","America/Chicago","36.2","12.8","14.4","13.4","15.4","15.2","13.4","8.6","4.7","1.9","49.4","50.6","55.8","11.3","29.5","3.3","3.22","63.1","96265","1.9","1.1","1.9","1.9","2.1","5.3","9.3","15.4","12.8","20.5","27.9","48.4","45498","65.1","320442","1352","28.0","6.7","16.9","29.0","31.7","15.6","47.3","42.9","72.4","563385","553460.0","4.1","3.1","12-2022","68.2","10.3","9.5","0.5","0.1","3.1","8.3","19.6","8.5","7.2","3.3","28.3","10.9","6.3","75007 75009 75010 75019 75022 75024 75027 75028 75029 75033 75034 75036 75056 75057 75065 75067 75068 75077 75078 75093 75287 76052 76078 76092 76177 76201 76202 76203 76204 76205 76206 76207 76208 76209 76210 76226 76227 76234 76247 76249 76258 76259 76262 76266 76272"
"Macomb","Macomb","Macomb County","26099","MI","Michigan","Warren","1840002418","42.6957","-82.9323","879123","708.11","America/Detroit","America/Detroit","40.9","11.1","12.1","13.0","12.6","12.6","14.5","12.8","7.3","4.1","49.0","51.0","48.4","12.5","32.8","6.3","3.11","54.2","67828","2.5","2.0","3.3","3.7","4.1","8.6","12.8","17.8","13.9","17.7","13.6","31.3","34191","74.4","185518","1032","30.3","9.6","29.4","34.9","17.0","9.2","26.2","43.4","64.1","441893","442645.0","6.0","3.9","12-2022","78.6","12.1","4.4","0.3","0.1","0.7","3.8","2.8","13.9","10.3","3.2","27.4","5.3","6.1","48005 48015 48021 48026 48035 48036 48038 48041 48042 48043 48044 48045 48046 48047 48048 48050 48051 48062 48065 48066 48080 48081 48082 48088 48089 48090 48091 48092 48093 48094 48095 48096 48236 48306 48310 48311 48312 48313 48314 48315 48316 48317 48318 48397"
"San Francisco","San Francisco","San Francisco County","06075","CA","California","San Francisco","1840021543","37.7558","-122.4449","865933","7126.60","America/Los_Angeles","America/Los_Angeles","38.7","7.9","7.3","16.1","20.9","13.7","12.4","10.7","6.6","4.3","51.2","48.8","40.1","9.4","46.0","4.5","3.11","61.9","126187","2.7","1.8","4.7","2.4","2.5","4.5","6.0","9.1","8.3","14.9","43.1","58.0","59017","38.2","1198481","2130","24.2","11.2","11.4","17.9","35.4","24.1","59.5","52.6","71.2","578421","572285.0","5.3","2.4","12-2022","43.4","5.2","34.4","0.5","0.4","7.8","8.4","15.4","10.1","10.3","10.6","32.8","3.6","2.8","94102 94103 94104 94105 94107 94108 94109 94110 94111 94112 94114 94115 94116 94117 94118 94119 94120 94121 94122 94123 94124 94125 94126 94127 94129 94130 94131 94132 94133 94134 94137 94139 94140 94141 94142 94143 94144 94145 94146 94147 94151 94158 94159 94160 94161 94163 94164 94172 94177 94188 94501 94920"
"Hidalgo","Hidalgo","Hidalgo County","48215","TX","Texas","McAllen","1840021024","26.3969","-98.1812","865677","212.76","America/Chicago","America/Chicago","29.6","17.4","18.5","14.7","12.5","12.4","9.5","7.5","5.0","2.7","49.2","50.8","48.3","11.1","35.7","5.0","3.90","49.2","44666","4.0","6.1","6.9","6.7","6.6","11.1","12.9","17.1","10.1","11.8","6.8","18.6","21144","67.5","97326","799","32.8","32.7","24.3","23.6","13.6","5.9","19.5","39.3","58.7","376182","370993.0","7.8","7.3","12-2022","64.4","0.6","1.0","0.2","0.0","10.7","23.2","92.5","12.7","28.1","19.6","22.8","30.8","3.1","78501 78502 78503 78504 78505 78516 78536 78537 78538 78539 78540 78541 78542 78543 78549 78557 78558 78560 78562 78563 78565 78569 78570 78572 78573 78574 78576 78577 78579 78588 78589 78595 78596 78599"
"New Haven","New Haven","New Haven County","09009","CT","Connecticut","New Haven","1840004850","41.4106","-72.9321","864751","552.51","America/New_York","America/New_York","40.4","10.5","12.8","13.5","12.7","12.1","14.2","12.3","7.4","4.4","48.4","51.6","43.7","12.4","38.2","5.7","3.14","56.1","75043","3.1","2.5","3.8","3.8","3.9","6.9","10.1","15.8","12.5","17.1","20.4","37.5","38532","62.1","258892","1223","34.9","9.7","29.6","24.1","19.4","17.2","36.6","45.5","65.2","462342","463791.0","6.7","4.3","12-2022","69.1","13.8","4.1","0.2","0.0","6.6","6.2","19.2","11.6","11.5","5.6","25.6","5.1","5.2","06401 06403 06405 06408 06410 06411 06418 06437 06443 06444 06450 06451 06460 06461 06471 06472 06473 06477 06478 06483 06487 06488 06492 06493 06494 06495 06501 06502 06503 06504 06505 06506 06507 06508 06509 06510 06511 06512 06513 06514 06515 06516 06517 06518 06519 06520 06521 06524 06525 06530 06531 06532 06533 06534 06535 06536 06537 06538 06540 06701 06702 06703 06704 06705 06706 06708 06710 06712 06716 06720 06721 06722 06723 06724 06725 06726 06749 06762 06770"
"El Paso","El Paso","El Paso County","48141","TX","Texas","El Paso","1840023252","31.7686","-106.2348","860485","327.90","America/Denver","America/Denver","32.6","14.4","15.7","16.2","13.4","12.2","11.0","9.1","5.1","3.0","49.6","50.4","45.8","13.9","34.9","5.4","3.52","49.5","50919","4.0","4.1","5.7","5.6","5.7","10.7","13.5","19.0","11.0","12.5","8.3","20.8","25315","63.1","132261","908","32.1","20.2","23.8","31.3","16.6","8.1","24.7","41.5","62.8","364858","362714.0","6.8","4.6","12-2022","59.6","3.2","1.2","0.6","0.2","14.9","20.4","82.9","13.3","19.3","21.7","24.0","21.3","7.9","79821 79835 79836 79838 79849 79853 79901 79902 79903 79904 79905 79906 79907 79908 79910 79911 79912 79913 79914 79915 79916 79917 79918 79920 79922 79923 79924 79925 79926 79927 79928 79929 79930 79931 79932 79934 79935 79936 79937 79938 79940 79941 79942 79943 79944 79945 79946 79947 79948 79949 79950 79951 79952 79953 79954 79955 79958 79960 79961 79968 79976 79978 79980 79995 79996 79997 79998 79999 88510 88511 88512 88513 88514 88515 88517 88518 88519 88520 88521 88523 88524 88525 88526 88527 88528 88529 88530 88531 88532 88533 88534 88535 88536 88538 88539 88540 88541 88542 88543 88544 88545 88546 88547 88548 88549 88550 88553 88554 88555 88556 88557 88558 88559 88560 88561 88562 88563 88565 88566 88567 88568 88569 88570 88571 88572 88573 88574 88575 88576 88577 88578 88579 88580 88581 88582 88583 88584 88585 88586 88587 88588 88589 88590 88595"
